Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202409010000,Kau Sai Chau,0.0,0.0,0.0
202409010000,King's Park,1.0,0.0,0.0
202409010010,Kau Sai Chau,0.0,0.0,0.0
202409010010,King's Park,0.0,0.0,1.0
202409010020,King's Park,1.0,0.0,0.0
202409010020,Kau Sai Chau,0.0,0.0,0.0
202409010030,Kau Sai Chau,0.0,0.0,0.0
202409010030,King's Park,0.0,0.0,0.0
202409010040,Kau Sai Chau,0.0,0.0,0.0
202409010040,King's Park,0.0,0.0,0.0
202409010050,Kau Sai Chau,0.0,0.0,0.0
202409010050,King's Park,0.0,0.0,1.0
202409010100,Kau Sai Chau,0.0,0.0,0.0
202409010100,King's Park,0.0,0.0,0.0
202409010110,King's Park,0.0,0.0,0.0
202409010110,Kau Sai Chau,0.0,0.0,0.0
202409010120,Kau Sai Chau,0.0,0.0,0.0
202409010120,King's Park,0.0,0.0,0.0
202409010130,Kau Sai Chau,0.0,0.0,0.0
202409010130,King's Park,0.0,0.0,0.0
202409010140,King's Park,0.0,0.0,0.0
202409010140,Kau Sai Chau,0.0,0.0,0.0
202409010150,King's Park,0.0,0.0,0.0
202409010150,Kau Sai Chau,0.0,0.0,0.0
202409010200,Kau Sai Chau,0.0,0.0,0.0
202409010200,King's Park,0.0,0.0,0.0
202409010210,Kau Sai Chau,0.0,0.0,0.0
202409010210,King's Park,0.0,0.0,0.0
202409010220,King's Park,0.0,0.0,0.0
202409010220,Kau Sai Chau,0.0,0.0,0.0
202409010230,King's Park,0.0,0.0,0.0
202409010230,Kau Sai Chau,0.0,0.0,0.0
202409010240,King's Park,0.0,0.0,1.0
202409010240,Kau Sai Chau,0.0,0.0,0.0
202409010250,Kau Sai Chau,0.0,0.0,0.0
202409010250,King's Park,0.0,0.0,1.0
202409010300,King's Park,0.0,0.0,1.0
202409010300,Kau Sai Chau,0.0,0.0,0.0
202409010310,Kau Sai Chau,0.0,0.0,0.0
202409010310,King's Park,0.0,0.0,1.0
202409010320,King's Park,0.0,0.0,0.0
202409010320,Kau Sai Chau,0.0,0.0,0.0
202409010330,King's Park,0.0,0.0,0.0
202409010330,Kau Sai Chau,0.0,0.0,0.0
202409010340,King's Park,0.0,0.0,0.0
202409010340,Kau Sai Chau,0.0,0.0,0.0
202409010350,King's Park,0.0,0.0,1.0
202409010350,Kau Sai Chau,0.0,0.0,0.0
202409010400,Kau Sai Chau,0.0,0.0,0.0
202409010400,King's Park,0.0,0.0,1.0
