Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202403010000,Kau Sai Chau,0.0,0.0,0.0
202403010000,King's Park,0.0,0.0,0.0
202403010010,Kau Sai Chau,0.0,0.0,0.0
202403010010,King's Park,0.0,0.0,0.0
202403010020,Kau Sai Chau,0.0,0.0,0.0
202403010020,King's Park,0.0,0.0,0.0
202403010030,Kau Sai Chau,0.0,0.0,1.0
202403010030,King's Park,0.0,0.0,0.0
202403010040,Kau Sai Chau,0.0,0.0,0.0
202403010040,King's Park,0.0,0.0,0.0
202403010050,Kau Sai Chau,0.0,0.0,0.0
202403010050,King's Park,0.0,0.0,0.0
202403010100,Kau Sai Chau,0.0,0.0,0.0
202403010100,King's Park,0.0,0.0,0.0
202403010110,Kau Sai Chau,0.0,0.0,0.0
202403010110,King's Park,0.0,0.0,0.0
202403010120,King's Park,0.0,0.0,0.0
202403010120,Kau Sai Chau,0.0,0.0,0.0
202403010130,Kau Sai Chau,0.0,0.0,0.0
202403010130,King's Park,0.0,0.0,0.0
202403010140,Kau Sai Chau,0.0,0.0,0.0
202403010140,King's Park,0.0,0.0,0.0
202403010150,Kau Sai Chau,0.0,0.0,0.0
202403010150,King's Park,0.0,0.0,0.0
202403010200,King's Park,0.0,0.0,0.0
202403010200,Kau Sai Chau,0.0,0.0,0.0
202403010210,King's Park,0.0,0.0,0.0
202403010210,Kau Sai Chau,0.0,0.0,0.0
202403010220,Kau Sai Chau,0.0,0.0,0.0
202403010220,King's Park,0.0,0.0,0.0
202403010230,Kau Sai Chau,0.0,0.0,0.0
202403010230,King's Park,0.0,0.0,0.0
202403010240,Kau Sai Chau,0.0,0.0,0.0
202403010240,King's Park,0.0,0.0,0.0
202403010250,Kau Sai Chau,0.0,0.0,0.0
202403010250,King's Park,0.0,0.0,0.0
202403010300,King's Park,0.0,0.0,0.0
202403010300,Kau Sai Chau,0.0,0.0,0.0
202403010310,Kau Sai Chau,0.0,0.0,0.0
202403010310,King's Park,0.0,0.0,0.0
202403010320,Kau Sai Chau,0.0,0.0,0.0
202403010320,King's Park,0.0,0.0,0.0
202403010330,Kau Sai Chau,0.0,0.0,0.0
202403010330,King's Park,0.0,0.0,0.0
202403010340,Kau Sai Chau,0.0,0.0,0.0
202403010340,King's Park,0.0,0.0,0.0
202403010350,King's Park,0.0,0.0,0.0
202403010350,Kau Sai Chau,0.0,0.0,0.0
202403010400,Kau Sai Chau,0.0,0.0,0.0
202403010400,King's Park,0.0,0.0,0.0
202403010410,Kau Sai Chau,0.0,0.0,0.0
202403010410,King's Park,0.0,0.0,0.0
202403010420,Kau Sai Chau,0.0,0.0,0.0
202403010420,King's Park,0.0,0.0,0.0
202403010430,Kau Sai Chau,0.0,0.0,0.0
202403010430,King's Park,0.0,0.0,0.0
202403010440,King's Park,0.0,0.0,0.0
202403010440,Kau Sai Chau,0.0,0.0,0.0
202403010450,Kau Sai Chau,0.0,0.0,0.0
202403010450,King's Park,0.0,0.0,0.0
202403010500,Kau Sai Chau,0.0,0.0,0.0
202403010500,King's Park,0.0,0.0,0.0
202403010510,Kau Sai Chau,0.0,0.0,0.0
202403010510,King's Park,0.0,0.0,0.0
202403010520,Kau Sai Chau,0.0,0.0,0.0
202403010520,King's Park,0.0,0.0,0.0
202403010530,Kau Sai Chau,0.0,0.0,0.0
202403010530,King's Park,0.0,0.0,0.0
202403010540,Kau Sai Chau,0.0,0.0,0.0
202403010540,King's Park,0.0,0.0,0.0
202403010550,Kau Sai Chau,0.0,0.0,0.0
202403010550,King's Park,0.0,0.0,0.0
202403010600,Kau Sai Chau,0.0,0.0,0.0
202403010600,King's Park,0.0,0.0,0.0
202403010610,Kau Sai Chau,0.0,0.0,0.0
202403010610,King's Park,0.0,0.0,0.0
202403010620,King's Park,0.0,0.0,0.0
202403010620,Kau Sai Chau,0.0,0.0,0.0
202403010630,Kau Sai Chau,0.0,0.0,0.0
202403010630,King's Park,0.0,0.0,0.0
202403010640,Kau Sai Chau,0.0,0.0,0.0
202403010640,King's Park,0.0,0.0,0.0
202403010650,Kau Sai Chau,1.0,0.0,1.0
202403010650,King's Park,1.0,0.0,1.0
202403010700,King's Park,3.0,0.0,3.0
202403010700,Kau Sai Chau,3.0,0.0,3.0
202403010710,Kau Sai Chau,5.0,0.0,5.0
202403010710,King's Park,6.0,0.0,5.0
202403010720,Kau Sai Chau,8.0,0.0,8.0
202403010720,King's Park,9.0,0.0,8.0
202403010730,Kau Sai Chau,12.0,0.0,12.0
202403010730,King's Park,14.0,0.0,13.0
202403010740,Kau Sai Chau,14.0,0.0,14.0
202403010740,King's Park,13.0,0.0,11.0
202403010750,King's Park,25.0,0.0,21.0
202403010750,Kau Sai Chau,19.0,0.0,19.0
202403010800,Kau Sai Chau,37.0,0.0,37.0
202403010800,King's Park,47.0,0.0,40.0
202403010810,Kau Sai Chau,47.0,0.0,46.0
202403010810,King's Park,44.0,0.0,53.0
202403010820,Kau Sai Chau,41.0,0.0,41.0
202403010820,King's Park,53.0,0.0,44.0
202403010830,King's Park,70.0,0.0,65.0
202403010830,Kau Sai Chau,50.0,0.0,50.0
202403010840,King's Park,35.0,0.0,48.0
202403010840,Kau Sai Chau,68.0,0.0,67.0
202403010850,Kau Sai Chau,58.0,0.0,58.0
202403010850,King's Park,58.0,0.0,53.0
202403010900,Kau Sai Chau,54.0,0.0,53.0
202403010900,King's Park,42.0,0.0,41.0
