Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202502010000,Kau Sai Chau,0.0,0.0,0.0
202502010000,King's Park,0.0,0.0,0.0
202502010010,King's Park,0.0,0.0,0.0
202502010010,Kau Sai Chau,0.0,0.0,0.0
202502010020,King's Park,0.0,0.0,0.0
202502010020,Kau Sai Chau,0.0,0.0,0.0
202502010030,Kau Sai Chau,0.0,0.0,0.0
202502010030,King's Park,0.0,0.0,0.0
202502010040,Kau Sai Chau,0.0,0.0,0.0
202502010040,King's Park,0.0,0.0,0.0
202502010050,Kau Sai Chau,0.0,0.0,0.0
202502010050,King's Park,0.0,0.0,0.0
202502010100,Kau Sai Chau,0.0,0.0,0.0
202502010100,King's Park,0.0,0.0,0.0
202502010110,Kau Sai Chau,0.0,0.0,0.0
202502010110,King's Park,0.0,0.0,0.0
202502010120,Kau Sai Chau,0.0,0.0,0.0
202502010120,King's Park,0.0,0.0,0.0
202502010130,Kau Sai Chau,0.0,0.0,0.0
202502010130,King's Park,0.0,0.0,0.0
202502010140,Kau Sai Chau,0.0,0.0,0.0
202502010140,King's Park,0.0,0.0,0.0
202502010150,King's Park,0.0,0.0,0.0
202502010150,Kau Sai Chau,0.0,0.0,0.0
202502010200,King's Park,0.0,0.0,0.0
202502010200,Kau Sai Chau,0.0,0.0,0.0
202502010210,King's Park,0.0,0.0,0.0
202502010210,Kau Sai Chau,0.0,0.0,0.0
202502010220,Kau Sai Chau,0.0,0.0,0.0
202502010220,King's Park,0.0,0.0,0.0
202502010230,Kau Sai Chau,0.0,0.0,0.0
202502010230,King's Park,0.0,0.0,0.0
202502010240,Kau Sai Chau,0.0,0.0,0.0
202502010240,King's Park,0.0,0.0,0.0
202502010250,King's Park,0.0,0.0,0.0
202502010250,Kau Sai Chau,0.0,0.0,0.0
202502010300,King's Park,0.0,0.0,0.0
202502010300,Kau Sai Chau,0.0,0.0,0.0
202502010310,King's Park,0.0,0.0,0.0
202502010310,Kau Sai Chau,0.0,0.0,0.0
202502010320,King's Park,0.0,0.0,0.0
202502010320,Kau Sai Chau,0.0,0.0,0.0
202502010330,Kau Sai Chau,0.0,0.0,0.0
202502010330,King's Park,0.0,0.0,0.0
202502010340,King's Park,0.0,0.0,0.0
202502010340,Kau Sai Chau,0.0,0.0,0.0
202502010350,Kau Sai Chau,0.0,0.0,0.0
202502010350,King's Park,0.0,0.0,0.0
202502010400,Kau Sai Chau,0.0,0.0,0.0
202502010400,King's Park,0.0,0.0,0.0
202502010410,Kau Sai Chau,0.0,0.0,0.0
202502010410,King's Park,0.0,0.0,0.0
202502010420,Kau Sai Chau,0.0,0.0,0.0
202502010420,King's Park,0.0,0.0,0.0
202502010430,Kau Sai Chau,0.0,0.0,0.0
202502010430,King's Park,0.0,0.0,0.0
202502010440,King's Park,0.0,0.0,0.0
202502010440,Kau Sai Chau,0.0,0.0,0.0
202502010450,Kau Sai Chau,0.0,0.0,0.0
202502010450,King's Park,0.0,0.0,0.0
202502010500,King's Park,0.0,0.0,0.0
202502010500,Kau Sai Chau,0.0,0.0,0.0
202502010510,Kau Sai Chau,0.0,0.0,0.0
202502010510,King's Park,0.0,0.0,0.0
202502010520,King's Park,0.0,0.0,0.0
202502010520,Kau Sai Chau,0.0,0.0,0.0
202502010530,Kau Sai Chau,0.0,0.0,0.0
202502010530,King's Park,0.0,0.0,0.0
202502010540,Kau Sai Chau,0.0,0.0,0.0
202502010540,King's Park,0.0,0.0,0.0
202502010550,King's Park,0.0,0.0,0.0
202502010550,Kau Sai Chau,0.0,0.0,0.0
202502010600,King's Park,0.0,0.0,0.0
202502010600,Kau Sai Chau,0.0,0.0,0.0
202502010610,King's Park,0.0,0.0,0.0
202502010610,Kau Sai Chau,0.0,0.0,0.0
202502010620,Kau Sai Chau,0.0,0.0,0.0
202502010620,King's Park,0.0,0.0,0.0
202502010630,Kau Sai Chau,0.0,0.0,0.0
202502010630,King's Park,0.0,0.0,0.0
202502010640,King's Park,0.0,0.0,0.0
202502010640,Kau Sai Chau,0.0,0.0,0.0
202502010650,King's Park,0.0,0.0,0.0
202502010650,Kau Sai Chau,0.0,0.0,0.0
202502010700,King's Park,1.0,0.0,1.0
202502010700,Kau Sai Chau,1.0,0.0,1.0
202502010710,King's Park,4.0,0.0,4.0
202502010710,Kau Sai Chau,4.0,0.0,4.0
202502010720,Kau Sai Chau,7.0,0.0,7.0
202502010720,King's Park,5.0,0.0,5.0
202502010730,King's Park,8.0,0.0,7.0
202502010730,Kau Sai Chau,12.0,0.0,12.0
202502010740,King's Park,15.0,0.0,13.0
202502010740,Kau Sai Chau,14.0,0.0,14.0
202502010750,King's Park,30.0,0.0,27.0
202502010750,Kau Sai Chau,18.0,0.0,18.0
202502010800,Kau Sai Chau,37.0,0.0,37.0
202502010800,King's Park,60.0,1.0,56.0
202502010810,Kau Sai Chau,64.0,0.0,64.0
202502010810,King's Park,44.0,1.0,40.0
202502010820,Kau Sai Chau,159.0,0.0,159.0
202502010820,King's Park,53.0,1.0,49.0
202502010830,Kau Sai Chau,201.0,0.0,201.0
202502010830,King's Park,121.0,1.0,111.0
202502010840,King's Park,140.0,1.0,129.0
202502010840,Kau Sai Chau,214.0,0.0,214.0
202502010850,King's Park,199.0,1.0,185.0
202502010850,Kau Sai Chau,138.0,0.0,138.0
202502010900,King's Park,290.0,4.0,268.0
