Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202404010000,Kau Sai Chau,0.0,0.0,0.0
202404010000,King's Park,0.0,0.0,0.0
202404010010,Kau Sai Chau,0.0,0.0,0.0
202404010010,King's Park,0.0,0.0,0.0
202404010020,Kau Sai Chau,0.0,0.0,0.0
202404010020,King's Park,0.0,0.0,0.0
202404010030,Kau Sai Chau,0.0,0.0,0.0
202404010030,King's Park,0.0,0.0,0.0
202404010040,King's Park,0.0,0.0,0.0
202404010040,Kau Sai Chau,0.0,0.0,0.0
202404010050,Kau Sai Chau,0.0,0.0,0.0
202404010050,King's Park,0.0,0.0,0.0
202404010100,Kau Sai Chau,0.0,0.0,0.0
202404010100,King's Park,0.0,0.0,0.0
202404010110,Kau Sai Chau,0.0,0.0,0.0
202404010110,King's Park,0.0,0.0,1.0
202404010120,Kau Sai Chau,0.0,0.0,0.0
202404010120,King's Park,0.0,0.0,1.0
202404010130,Kau Sai Chau,0.0,0.0,0.0
202404010130,King's Park,0.0,0.0,0.0
202404010140,King's Park,0.0,0.0,0.0
202404010140,Kau Sai Chau,0.0,0.0,0.0
202404010150,Kau Sai Chau,0.0,0.0,0.0
202404010150,King's Park,0.0,0.0,0.0
202404010200,Kau Sai Chau,0.0,0.0,0.0
202404010200,King's Park,0.0,0.0,0.0
202404010210,Kau Sai Chau,0.0,0.0,0.0
202404010210,King's Park,0.0,0.0,0.0
202404010220,Kau Sai Chau,0.0,0.0,0.0
202404010220,King's Park,0.0,0.0,0.0
202404010230,King's Park,0.0,0.0,0.0
202404010230,Kau Sai Chau,0.0,0.0,0.0
202404010240,Kau Sai Chau,0.0,0.0,0.0
202404010240,King's Park,0.0,0.0,0.0
202404010250,Kau Sai Chau,0.0,0.0,0.0
202404010250,King's Park,0.0,0.0,0.0
202404010300,Kau Sai Chau,0.0,0.0,0.0
202404010300,King's Park,0.0,0.0,0.0
202404010310,Kau Sai Chau,0.0,0.0,0.0
202404010310,King's Park,0.0,0.0,0.0
202404010320,King's Park,0.0,0.0,0.0
202404010320,Kau Sai Chau,0.0,0.0,0.0
202404010330,King's Park,0.0,0.0,0.0
202404010330,Kau Sai Chau,0.0,0.0,0.0
202404010340,Kau Sai Chau,0.0,0.0,0.0
202404010340,King's Park,0.0,0.0,0.0
202404010350,Kau Sai Chau,0.0,0.0,0.0
202404010350,King's Park,0.0,0.0,0.0
202404010400,Kau Sai Chau,0.0,0.0,0.0
202404010400,King's Park,0.0,0.0,0.0
202404010410,Kau Sai Chau,0.0,0.0,0.0
202404010410,King's Park,0.0,0.0,0.0
202404010420,Kau Sai Chau,0.0,0.0,0.0
202404010420,King's Park,0.0,0.0,0.0
202404010430,King's Park,0.0,0.0,0.0
202404010430,Kau Sai Chau,0.0,0.0,0.0
202404010440,Kau Sai Chau,0.0,0.0,0.0
202404010440,King's Park,0.0,0.0,0.0
202404010450,Kau Sai Chau,0.0,0.0,0.0
202404010450,King's Park,0.0,0.0,0.0
202404010500,Kau Sai Chau,0.0,0.0,0.0
202404010500,King's Park,0.0,0.0,0.0
202404010510,Kau Sai Chau,0.0,0.0,0.0
202404010510,King's Park,0.0,0.0,0.0
202404010520,King's Park,0.0,0.0,0.0
202404010520,Kau Sai Chau,0.0,0.0,0.0
202404010530,Kau Sai Chau,0.0,0.0,0.0
202404010530,King's Park,0.0,0.0,0.0
202404010540,Kau Sai Chau,0.0,0.0,0.0
202404010540,King's Park,0.0,0.0,0.0
202404010550,Kau Sai Chau,0.0,0.0,0.0
202404010550,King's Park,0.0,0.0,0.0
202404010600,Kau Sai Chau,0.0,0.0,0.0
202404010600,King's Park,0.0,0.0,0.0
202404010610,King's Park,0.0,0.0,0.0
202404010610,Kau Sai Chau,0.0,0.0,0.0
202404010620,Kau Sai Chau,3.0,0.0,3.0
202404010620,King's Park,2.0,0.0,1.0
202404010630,Kau Sai Chau,13.0,0.0,13.0
202404010630,King's Park,5.0,0.0,4.0
202404010640,Kau Sai Chau,18.0,0.0,18.0
202404010640,King's Park,10.0,0.0,9.0
202404010650,Kau Sai Chau,27.0,0.0,26.0
202404010650,King's Park,28.0,0.0,20.0
202404010700,Kau Sai Chau,53.0,24.0,51.0
202404010700,King's Park,40.0,0.0,28.0
202404010710,King's Park,37.0,0.0,29.0
202404010710,Kau Sai Chau,92.0,44.0,88.0
202404010720,Kau Sai Chau,109.0,38.0,104.0
202404010720,King's Park,46.0,0.0,47.0
202404010730,Kau Sai Chau,118.0,21.0,114.0
202404010730,King's Park,49.0,0.0,40.0
202404010740,Kau Sai Chau,192.0,84.0,177.0
202404010740,King's Park,61.0,0.0,36.0
202404010750,Kau Sai Chau,218.0,100.0,197.0
202404010750,King's Park,91.0,0.0,76.0
202404010800,King's Park,52.0,0.0,51.0
202404010800,Kau Sai Chau,153.0,2.0,149.0
202404010810,Kau Sai Chau,106.0,0.0,104.0
202404010810,King's Park,126.0,0.0,116.0
202404010820,Kau Sai Chau,227.0,42.0,215.0
202404010820,King's Park,132.0,0.0,108.0
202404010830,Kau Sai Chau,280.0,48.0,260.0
202404010830,King's Park,19.0,0.0,29.0
202404010840,Kau Sai Chau,56.0,1.0,55.0
202404010840,King's Park,60.0,0.0,37.0
202404010850,King's Park,142.0,0.0,119.0
202404010850,Kau Sai Chau,60.0,0.0,60.0
202404010900,King's Park,198.0,1.0,122.0
202404010900,Kau Sai Chau,240.0,9.0,233.0
202404010910,Kau Sai Chau,113.0,0.0,112.0
202404010910,King's Park,43.0,0.0,72.0
202404010920,Kau Sai Chau,28.0,1.0,28.0
202404010920,King's Park,37.0,0.0,28.0
202404010930,Kau Sai Chau,108.0,0.0,105.0
202404010930,King's Park,110.0,0.0,125.0
202404010940,Kau Sai Chau,98.0,0.0,97.0
202404010940,King's Park,33.0,0.0,31.0
202404010950,Kau Sai Chau,55.0,0.0,54.0
202404010950,King's Park,62.0,0.0,36.0
202404011000,King's Park,93.0,0.0,82.0
202404011000,Kau Sai Chau,97.0,0.0,95.0
202404011010,Kau Sai Chau,53.0,0.0,52.0
202404011010,King's Park,103.0,0.0,80.0
202404011020,Kau Sai Chau,163.0,0.0,159.0
202404011020,King's Park,180.0,1.0,165.0
202404011030,Kau Sai Chau,179.0,0.0,174.0
202404011030,King's Park,241.0,8.0,242.0
202404011040,Kau Sai Chau,219.0,0.0,214.0
202404011040,King's Park,182.0,1.0,216.0
202404011050,King's Park,172.0,0.0,137.0
202404011050,Kau Sai Chau,59.0,1.0,59.0
202404011100,Kau Sai Chau,66.0,1.0,64.0
202404011100,King's Park,203.0,0.0,184.0
202404011110,Kau Sai Chau,286.0,0.0,274.0
202404011110,King's Park,207.0,0.0,110.0
202404011120,Kau Sai Chau,201.0,0.0,193.0
202404011120,King's Park,41.0,0.0,81.0
202404011130,Kau Sai Chau,429.0,45.0,353.0
202404011130,King's Park,338.0,0.0,104.0
202404011140,Kau Sai Chau,751.0,138.0,602.0
202404011140,King's Park,240.0,41.0,433.0
202404011150,King's Park,254.0,0.0,193.0
202404011150,Kau Sai Chau,388.0,24.0,345.0
202404011200,Kau Sai Chau,300.0,1.0,285.0
202404011200,King's Park,191.0,1.0,127.0
202404011210,Kau Sai Chau,226.0,1.0,213.0
202404011210,King's Park,203.0,0.0,112.0
202404011220,Kau Sai Chau,251.0,1.0,242.0
202404011220,King's Park,51.0,1.0,180.0
202404011230,Kau Sai Chau,466.0,75.0,365.0
202404011230,King's Park,166.0,0.0,96.0
202404011240,King's Park,190.0,1.0,196.0
202404011240,Kau Sai Chau,420.0,2.0,394.0
202404011250,Kau Sai Chau,161.0,1.0,154.0
202404011250,King's Park,338.0,0.0,224.0
202404011300,Kau Sai Chau,157.0,1.0,151.0
202404011300,King's Park,639.0,136.0,441.0
202404011310,Kau Sai Chau,118.0,1.0,114.0
202404011310,King's Park,271.0,1.0,187.0
202404011320,Kau Sai Chau,174.0,1.0,167.0
202404011320,King's Park,282.0,28.0,408.0
202404011330,King's Park,227.0,1.0,276.0
202404011330,Kau Sai Chau,393.0,5.0,370.0
202404011340,Kau Sai Chau,621.0,74.0,528.0
202404011340,King's Park,336.0,0.0,122.0
202404011350,Kau Sai Chau,508.0,32.0,464.0
202404011350,King's Park,282.0,1.0,254.0
202404011400,Kau Sai Chau,444.0,5.0,416.0
202404011400,King's Park,260.0,146.0,379.0
202404011410,Kau Sai Chau,628.0,114.0,502.0
202404011410,King's Park,284.0,1.0,349.0
202404011420,Kau Sai Chau,666.0,64.0,565.0
202404011420,King's Park,441.0,3.0,274.0
202404011430,Kau Sai Chau,414.0,5.0,395.0
202404011430,King's Park,226.0,42.0,407.0
202404011440,King's Park,552.0,1.0,289.0
202404011440,Kau Sai Chau,339.0,1.0,330.0
202404011450,Kau Sai Chau,346.0,4.0,336.0
202404011450,King's Park,535.0,1.0,237.0
202404011500,Kau Sai Chau,680.0,221.0,501.0
202404011500,King's Park,292.0,1.0,201.0
