Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202408010000,King's Park,0.0,0.0,0.0
202408010000,Kau Sai Chau,0.0,0.0,0.0
202408010010,Kau Sai Chau,0.0,0.0,0.0
202408010010,King's Park,0.0,0.0,2.0
202408010020,Kau Sai Chau,0.0,0.0,0.0
202408010020,King's Park,0.0,0.0,2.0
202408010030,Kau Sai Chau,0.0,0.0,0.0
202408010030,King's Park,0.0,0.0,1.0
202408010040,King's Park,0.0,0.0,2.0
202408010040,Kau Sai Chau,0.0,1.0,0.0
202408010050,King's Park,0.0,0.0,1.0
202408010050,Kau Sai Chau,0.0,1.0,0.0
202408010100,King's Park,0.0,0.0,1.0
202408010100,Kau Sai Chau,0.0,0.0,0.0
202408010110,King's Park,0.0,0.0,1.0
202408010110,Kau Sai Chau,0.0,0.0,0.0
202408010120,Kau Sai Chau,0.0,0.0,0.0
202408010120,King's Park,0.0,0.0,1.0
202408010130,Kau Sai Chau,0.0,0.0,0.0
202408010130,King's Park,0.0,0.0,3.0
202408010140,King's Park,0.0,0.0,1.0
202408010140,Kau Sai Chau,0.0,0.0,0.0
202408010150,Kau Sai Chau,0.0,0.0,0.0
202408010150,King's Park,0.0,0.0,3.0
202408010200,Kau Sai Chau,0.0,0.0,0.0
202408010200,King's Park,0.0,0.0,3.0
202408010210,Kau Sai Chau,0.0,0.0,0.0
202408010210,King's Park,0.0,0.0,1.0
202408010220,Kau Sai Chau,0.0,0.0,0.0
202408010220,King's Park,0.0,0.0,3.0
202408010230,Kau Sai Chau,0.0,1.0,0.0
202408010230,King's Park,0.0,0.0,2.0
202408010240,Kau Sai Chau,0.0,0.0,0.0
202408010240,King's Park,0.0,0.0,1.0
202408010250,Kau Sai Chau,0.0,1.0,0.0
202408010250,King's Park,0.0,0.0,1.0
202408010300,King's Park,0.0,0.0,5.0
202408010300,Kau Sai Chau,0.0,0.0,0.0
202408010310,Kau Sai Chau,0.0,0.0,0.0
202408010310,King's Park,0.0,0.0,1.0
202408010320,Kau Sai Chau,0.0,1.0,0.0
202408010320,King's Park,0.0,0.0,4.0
