Date time,Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter)
202412010000,King's Park,0.0,0.0,0.0
202412010000,Kau Sai Chau,0.0,1.0,0.0
202412010010,King's Park,0.0,0.0,0.0
202412010010,Kau Sai Chau,0.0,1.0,0.0
202412010020,Kau Sai Chau,0.0,1.0,0.0
202412010020,King's Park,0.0,0.0,0.0
202412010030,Kau Sai Chau,0.0,1.0,0.0
202412010030,King's Park,0.0,0.0,0.0
202412010040,King's Park,0.0,0.0,0.0
202412010040,Kau Sai Chau,0.0,1.0,0.0
202412010050,Kau Sai Chau,0.0,1.0,0.0
202412010050,King's Park,0.0,0.0,0.0
202412010100,King's Park,0.0,0.0,0.0
202412010100,Kau Sai Chau,0.0,1.0,0.0
202412010110,King's Park,0.0,0.0,0.0
202412010110,Kau Sai Chau,0.0,1.0,0.0
202412010120,Kau Sai Chau,0.0,1.0,0.0
202412010120,King's Park,0.0,0.0,0.0
202412010130,Kau Sai Chau,0.0,1.0,0.0
202412010130,King's Park,0.0,0.0,0.0
202412010140,King's Park,0.0,0.0,0.0
202412010140,Kau Sai Chau,0.0,1.0,0.0
202412010150,Kau Sai Chau,0.0,1.0,0.0
202412010150,King's Park,0.0,0.0,0.0
202412010200,King's Park,0.0,0.0,0.0
202412010200,Kau Sai Chau,0.0,1.0,0.0
202412010210,King's Park,0.0,0.0,0.0
202412010210,Kau Sai Chau,0.0,1.0,0.0
202412010220,Kau Sai Chau,0.0,1.0,0.0
202412010220,King's Park,0.0,0.0,0.0
202412010230,King's Park,0.0,0.0,0.0
202412010230,Kau Sai Chau,0.0,1.0,0.0
202412010240,King's Park,0.0,0.0,0.0
202412010240,Kau Sai Chau,0.0,1.0,0.0
202412010250,King's Park,0.0,0.0,0.0
202412010250,Kau Sai Chau,0.0,1.0,0.0
202412010300,King's Park,0.0,0.0,0.0
202412010300,Kau Sai Chau,0.0,1.0,0.0
202412010310,King's Park,0.0,0.0,0.0
202412010310,Kau Sai Chau,0.0,1.0,0.0
202412010320,Kau Sai Chau,0.0,1.0,0.0
202412010320,King's Park,0.0,0.0,0.0
202412010330,Kau Sai Chau,0.0,1.0,0.0
202412010330,King's Park,0.0,0.0,0.0
202412010340,King's Park,0.0,0.0,0.0
202412010340,Kau Sai Chau,0.0,1.0,0.0
202412010350,King's Park,0.0,0.0,0.0
202412010350,Kau Sai Chau,0.0,1.0,0.0
202412010400,Kau Sai Chau,0.0,1.0,0.0
202412010400,King's Park,0.0,0.0,0.0
202412010410,Kau Sai Chau,0.0,1.0,0.0
202412010410,King's Park,0.0,0.0,0.0
202412010420,Kau Sai Chau,0.0,1.0,0.0
202412010420,King's Park,0.0,0.0,0.0
202412010430,King's Park,0.0,0.0,0.0
202412010430,Kau Sai Chau,0.0,1.0,0.0
202412010440,King's Park,0.0,0.0,0.0
202412010440,Kau Sai Chau,0.0,1.0,0.0
202412010450,Kau Sai Chau,0.0,1.0,0.0
202412010450,King's Park,0.0,0.0,0.0
202412010500,King's Park,0.0,0.0,0.0
202412010500,Kau Sai Chau,0.0,1.0,0.0
202412010510,Kau Sai Chau,0.0,1.0,0.0
202412010510,King's Park,0.0,0.0,0.0
202412010520,King's Park,0.0,0.0,0.0
202412010520,Kau Sai Chau,0.0,1.0,0.0
202412010530,King's Park,0.0,0.0,0.0
202412010530,Kau Sai Chau,0.0,1.0,0.0
202412010540,King's Park,0.0,0.0,0.0
202412010540,Kau Sai Chau,0.0,1.0,0.0
202412010550,King's Park,0.0,0.0,0.0
202412010550,Kau Sai Chau,0.0,1.0,0.0
202412010600,Kau Sai Chau,0.0,1.0,0.0
202412010600,King's Park,0.0,0.0,0.0
202412010610,King's Park,0.0,0.0,0.0
202412010610,Kau Sai Chau,0.0,1.0,0.0
202412010620,Kau Sai Chau,0.0,1.0,0.0
202412010620,King's Park,0.0,0.0,0.0
202412010630,King's Park,0.0,0.0,0.0
202412010630,Kau Sai Chau,0.0,1.0,0.0
202412010640,King's Park,1.0,0.0,1.0
202412010640,Kau Sai Chau,1.0,1.0,1.0
